directed,source,target,type,year
True,year:1998,year:2000,Next_Time,1998
True,year:2000,year:2002,Next_Time,2000
True,year:2002,year:2004,Next_Time,2002
True,article:1998_001,year:1998,Was_Published_In,1998
True,author:a_p_oliva:53fd7b7b,article:1998_001,Was_Author_of,1998
True,author:w_c_leite_filho:e05a18d8,article:1998_001,Was_Author_of,1998
True,author:a_p_oliva:53fd7b7b,affiliation:instituto_de_aeronautica_e_espaco_iae_divisao_de_sistemas_espaciais:6498d61e,Is_Linked_to,1998
True,author:w_c_leite_filho:e05a18d8,affiliation:instituto_de_aeronautica_e_espaco_iae_divisao_de_sistemas_espaciais:6498d61e,Is_Linked_to,1998
False,author:a_p_oliva:53fd7b7b,author:w_c_leite_filho:e05a18d8,Collaborates,1998
True,article:1998_001,theme:pitch_attitude_tracking_control_law:e3a372a8,Was_Associated_To,1998
True,article:1998_001,theme:attitude_decoupling:739d65fe,Was_Associated_To,1998
True,article:1998_001,theme:need_for_coupled_vehicle_model_to_suppress_maneuver_coupling:bd5af8d2,Was_Associated_To,1998
True,article:1998_001,theme:mclean_linear_vehicle_models:4e9d5be1,Was_Associated_To,1998
True,author:a_p_oliva:53fd7b7b,theme:pitch_attitude_tracking_control_law:e3a372a8,Has_Expertise_In,1998
True,author:a_p_oliva:53fd7b7b,theme:attitude_decoupling:739d65fe,Has_Expertise_In,1998
True,author:a_p_oliva:53fd7b7b,theme:need_for_coupled_vehicle_model_to_suppress_maneuver_coupling:bd5af8d2,Has_Expertise_In,1998
True,author:a_p_oliva:53fd7b7b,theme:mclean_linear_vehicle_models:4e9d5be1,Has_Expertise_In,1998
True,author:w_c_leite_filho:e05a18d8,theme:pitch_attitude_tracking_control_law:e3a372a8,Has_Expertise_In,1998
True,author:w_c_leite_filho:e05a18d8,theme:attitude_decoupling:739d65fe,Has_Expertise_In,1998
True,author:w_c_leite_filho:e05a18d8,theme:need_for_coupled_vehicle_model_to_suppress_maneuver_coupling:bd5af8d2,Has_Expertise_In,1998
True,author:w_c_leite_filho:e05a18d8,theme:mclean_linear_vehicle_models:4e9d5be1,Has_Expertise_In,1998
True,article:1998_001,keyword:attitude_control:1dab2394,Contains,1998
True,article:1998_001,keyword:decoupling:a8969c60,Contains,1998
True,article:1998_001,keyword:control_algorithm:3d77f34c,Contains,1998
True,article:1998_002,year:1998,Was_Published_In,1998
True,author:leticia_p_amaral:42437d20,article:1998_002,Was_Author_of,1998
True,author:karl_h_kienitz:a377043a,article:1998_002,Was_Author_of,1998
True,author:leticia_p_amaral:42437d20,affiliation:instituto_tecnologico_de_aeronautica:ee34744c,Is_Linked_to,1998
True,author:karl_h_kienitz:a377043a,affiliation:instituto_tecnologico_de_aeronautica:ee34744c,Is_Linked_to,1998
False,author:leticia_p_amaral:42437d20,author:karl_h_kienitz:a377043a,Collaborates,1998
True,article:1998_002,theme:gain_scheduled_control_for_time_varying_linear_plants:c36d9fc9,Was_Associated_To,1998
True,article:1998_002,theme:tfl_ltr_controller_structure:38b64a3a,Was_Associated_To,1998
True,article:1998_002,theme:lqg_ltr_controller_structure:349b4dcd,Was_Associated_To,1998
True,article:1998_002,theme:relaxing_restrictions_on_slow_model_variation:ab7afca0,Was_Associated_To,1998
True,author:leticia_p_amaral:42437d20,theme:gain_scheduled_control_for_time_varying_linear_plants:c36d9fc9,Has_Expertise_In,1998
True,author:leticia_p_amaral:42437d20,theme:tfl_ltr_controller_structure:38b64a3a,Has_Expertise_In,1998
True,author:leticia_p_amaral:42437d20,theme:lqg_ltr_controller_structure:349b4dcd,Has_Expertise_In,1998
True,author:leticia_p_amaral:42437d20,theme:relaxing_restrictions_on_slow_model_variation:ab7afca0,Has_Expertise_In,1998
True,author:karl_h_kienitz:a377043a,theme:gain_scheduled_control_for_time_varying_linear_plants:c36d9fc9,Has_Expertise_In,1998
True,author:karl_h_kienitz:a377043a,theme:tfl_ltr_controller_structure:38b64a3a,Has_Expertise_In,1998
True,author:karl_h_kienitz:a377043a,theme:lqg_ltr_controller_structure:349b4dcd,Has_Expertise_In,1998
True,author:karl_h_kienitz:a377043a,theme:relaxing_restrictions_on_slow_model_variation:ab7afca0,Has_Expertise_In,1998
True,article:1998_002,keyword:robust_control:f2caa090,Contains,1998
True,article:1998_002,keyword:attitude_control:e4b88259,Contains,1998
True,article:1998_002,keyword:time_varying_plants:ccf9cdec,Contains,1998
True,article:1998_350,year:1998,Was_Published_In,1998
True,author:cicero_romao_cavati:de5a4d44,article:1998_350,Was_Author_of,1998
True,author:cicero_romao_cavati:de5a4d44,affiliation:departamento_de_engenharia_eletrica_universidade_federal_do_espirito_s:6de1741c,Is_Linked_to,1998
True,article:1998_350,theme:fuzzy_multicommodity_flow_model:e125b665,Was_Associated_To,1998
True,article:1998_350,theme:sdh_transport_network_planning:b9cd4296,Was_Associated_To,1998
True,article:1998_350,theme:fuzzy_traffic_matrix_represents_demand_uncertainty:41711807,Was_Associated_To,1998
True,author:cicero_romao_cavati:de5a4d44,theme:fuzzy_multicommodity_flow_model:e125b665,Has_Expertise_In,1998
True,author:cicero_romao_cavati:de5a4d44,theme:sdh_transport_network_planning:b9cd4296,Has_Expertise_In,1998
True,author:cicero_romao_cavati:de5a4d44,theme:fuzzy_traffic_matrix_represents_demand_uncertainty:41711807,Has_Expertise_In,1998
True,article:1998_350,keyword:telecomunications_planning:04f28a6a,Contains,1998
True,article:1998_350,keyword:optimization:fdf5e093,Contains,1998
True,article:1998_350,keyword:fuzzy:e32e63d5,Contains,1998
True,article:1998_351,year:1998,Was_Published_In,1998
True,author:i_b_da_silva:517dfb0e,article:1998_351,Was_Author_of,1998
True,author:antonio_c_de_c_lima:de2bd3e7,article:1998_351,Was_Author_of,1998
False,author:i_b_da_silva:517dfb0e,author:antonio_c_de_c_lima:de2bd3e7,Collaborates,1998
True,article:1998_351,theme:qam_16_software_modem_for_simultaneous_voice_and_data:b8f8c04e,Was_Associated_To,1998
True,article:1998_351,theme:ann_demodulation_pipeline_with_rls_and_rbf_stages:3d02811a,Was_Associated_To,1998
True,article:1998_351,theme:need_to_share_one_channel_while_preserving_data_reliability:911b2bc2,Was_Associated_To,1998
True,article:1998_351,theme:itu_v_29_recommendation:60ed4c89,Was_Associated_To,1998
True,author:i_b_da_silva:517dfb0e,theme:qam_16_software_modem_for_simultaneous_voice_and_data:b8f8c04e,Has_Expertise_In,1998
True,author:i_b_da_silva:517dfb0e,theme:ann_demodulation_pipeline_with_rls_and_rbf_stages:3d02811a,Has_Expertise_In,1998
True,author:i_b_da_silva:517dfb0e,theme:need_to_share_one_channel_while_preserving_data_reliability:911b2bc2,Has_Expertise_In,1998
True,author:i_b_da_silva:517dfb0e,theme:itu_v_29_recommendation:60ed4c89,Has_Expertise_In,1998
True,author:antonio_c_de_c_lima:de2bd3e7,theme:qam_16_software_modem_for_simultaneous_voice_and_data:b8f8c04e,Has_Expertise_In,1998
True,author:antonio_c_de_c_lima:de2bd3e7,theme:ann_demodulation_pipeline_with_rls_and_rbf_stages:3d02811a,Has_Expertise_In,1998
True,author:antonio_c_de_c_lima:de2bd3e7,theme:need_to_share_one_channel_while_preserving_data_reliability:911b2bc2,Has_Expertise_In,1998
True,author:antonio_c_de_c_lima:de2bd3e7,theme:itu_v_29_recommendation:60ed4c89,Has_Expertise_In,1998
True,article:1998_352,year:1998,Was_Published_In,1998
True,author:delmar_b_carvalho:46bc3a10,article:1998_352,Was_Author_of,1998
True,author:sidnei_n_filho:fac9b2a2,article:1998_352,Was_Author_of,1998
True,author:rui_seara:9d5c448a,article:1998_352,Was_Author_of,1998
True,author:delmar_b_carvalho:46bc3a10,affiliation:universidade_federal_de_santa_catarina:36d19a70,Is_Linked_to,1998
True,author:delmar_b_carvalho:46bc3a10,affiliation:universidade_catolica_de_pelotas:7fbb92f7,Is_Linked_to,1998
True,author:sidnei_n_filho:fac9b2a2,affiliation:universidade_federal_de_santa_catarina:36d19a70,Is_Linked_to,1998
True,author:sidnei_n_filho:fac9b2a2,affiliation:universidade_catolica_de_pelotas:7fbb92f7,Is_Linked_to,1998
True,author:rui_seara:9d5c448a,affiliation:universidade_federal_de_santa_catarina:36d19a70,Is_Linked_to,1998
True,author:rui_seara:9d5c448a,affiliation:universidade_catolica_de_pelotas:7fbb92f7,Is_Linked_to,1998
False,author:delmar_b_carvalho:46bc3a10,author:sidnei_n_filho:fac9b2a2,Collaborates,1998
False,author:delmar_b_carvalho:46bc3a10,author:rui_seara:9d5c448a,Collaborates,1998
False,author:sidnei_n_filho:fac9b2a2,author:rui_seara:9d5c448a,Collaborates,1998
False,affiliation:universidade_federal_de_santa_catarina:36d19a70,affiliation:universidade_catolica_de_pelotas:7fbb92f7,Collaborates,1998
True,article:1998_352,theme:impulse_response_symmetry_for_phase_equalizer_design:2344e43e,Was_Associated_To,1998
True,article:1998_352,theme:phase_equalizers:46940e61,Was_Associated_To,1998
True,article:1998_352,theme:phase_linearity_better_characterized_by_impulse_response_symmetry:24730f00,Was_Associated_To,1998
True,author:delmar_b_carvalho:46bc3a10,theme:impulse_response_symmetry_for_phase_equalizer_design:2344e43e,Has_Expertise_In,1998
True,author:delmar_b_carvalho:46bc3a10,theme:phase_equalizers:46940e61,Has_Expertise_In,1998
True,author:delmar_b_carvalho:46bc3a10,theme:phase_linearity_better_characterized_by_impulse_response_symmetry:24730f00,Has_Expertise_In,1998
True,author:sidnei_n_filho:fac9b2a2,theme:impulse_response_symmetry_for_phase_equalizer_design:2344e43e,Has_Expertise_In,1998
True,author:sidnei_n_filho:fac9b2a2,theme:phase_equalizers:46940e61,Has_Expertise_In,1998
True,author:sidnei_n_filho:fac9b2a2,theme:phase_linearity_better_characterized_by_impulse_response_symmetry:24730f00,Has_Expertise_In,1998
True,author:rui_seara:9d5c448a,theme:impulse_response_symmetry_for_phase_equalizer_design:2344e43e,Has_Expertise_In,1998
True,author:rui_seara:9d5c448a,theme:phase_equalizers:46940e61,Has_Expertise_In,1998
True,author:rui_seara:9d5c448a,theme:phase_linearity_better_characterized_by_impulse_response_symmetry:24730f00,Has_Expertise_In,1998
True,article:1998_352,keyword:phase_equalizers:46940e61,Contains,1998
True,article:1998_352,keyword:phase_interception_distortion:0ef2aa2e,Contains,1998
True,article:1998_352,keyword:impulse_response_symmetry:82b4d3e5,Contains,1998
True,article:2000_162,year:2000,Was_Published_In,2000
True,author:f_d_galiana:23bd9502,article:2000_162,Was_Author_of,2000
True,author:f_d_galiana:23bd9502,affiliation:mcgill_university:1ab559c9,Is_Linked_to,2000
True,article:2000_162,theme:electric_power_industry_restructuring:3747c756,Was_Associated_To,2000
True,article:2000_162,theme:market_driven_electricity_models:7d2586f7,Was_Associated_To,2000
True,article:2000_162,theme:historical_motivation_for_competitive_power_systems:9a0e9f04,Was_Associated_To,2000
True,author:f_d_galiana:23bd9502,theme:electric_power_industry_restructuring:3747c756,Has_Expertise_In,2000
True,author:f_d_galiana:23bd9502,theme:market_driven_electricity_models:7d2586f7,Has_Expertise_In,2000
True,author:f_d_galiana:23bd9502,theme:historical_motivation_for_competitive_power_systems:9a0e9f04,Has_Expertise_In,2000
True,article:2000_164,year:2000,Was_Published_In,2000
True,author:bruce_h_krogh:e447061d,article:2000_164,Was_Author_of,2000
True,author:bruce_h_krogh:e447061d,affiliation:university:715432dc,Is_Linked_to,2000
True,article:2000_164,theme:hybrid_systems:df426d01,Was_Associated_To,2000
True,article:2000_164,theme:hybrid_system_verification_and_supervisory_control:7d08ad6f,Was_Associated_To,2000
True,article:2000_164,theme:hybrid_model_choice_depends_on_application_context_and_tools:9aa8d43e,Was_Associated_To,2000
True,author:bruce_h_krogh:e447061d,theme:hybrid_systems:df426d01,Has_Expertise_In,2000
True,author:bruce_h_krogh:e447061d,theme:hybrid_system_verification_and_supervisory_control:7d08ad6f,Has_Expertise_In,2000
True,author:bruce_h_krogh:e447061d,theme:hybrid_model_choice_depends_on_application_context_and_tools:9aa8d43e,Has_Expertise_In,2000
True,article:2000_CBA007,year:2000,Was_Published_In,2000
True,author:marcelo_j_bonato:d8ada25c,article:2000_CBA007,Was_Author_of,2000
True,author:carlos_a_canesin:272729aa,article:2000_CBA007,Was_Author_of,2000
True,author:marcelo_j_bonato:d8ada25c,affiliation:universidade_estadual_paulista:1b4f4989,Is_Linked_to,2000
True,author:carlos_a_canesin:272729aa,affiliation:universidade_estadual_paulista:1b4f4989,Is_Linked_to,2000
False,author:marcelo_j_bonato:d8ada25c,author:carlos_a_canesin:272729aa,Collaborates,2000
True,article:2000_CBA007,theme:zeta_zcs_pwm_step_down_rectifier:16436a99,Was_Associated_To,2000
True,article:2000_CBA007,theme:high_power_factor_with_low_input_current_harmonic_distortion:fa98ebdb,Was_Associated_To,2000
True,article:2000_CBA007,theme:non_dissipative_zcs_commutation_reduces_semiconductor_stress:63c8c0f1,Was_Associated_To,2000
True,author:marcelo_j_bonato:d8ada25c,theme:zeta_zcs_pwm_step_down_rectifier:16436a99,Has_Expertise_In,2000
True,author:marcelo_j_bonato:d8ada25c,theme:high_power_factor_with_low_input_current_harmonic_distortion:fa98ebdb,Has_Expertise_In,2000
True,author:marcelo_j_bonato:d8ada25c,theme:non_dissipative_zcs_commutation_reduces_semiconductor_stress:63c8c0f1,Has_Expertise_In,2000
True,author:carlos_a_canesin:272729aa,theme:zeta_zcs_pwm_step_down_rectifier:16436a99,Has_Expertise_In,2000
True,author:carlos_a_canesin:272729aa,theme:high_power_factor_with_low_input_current_harmonic_distortion:fa98ebdb,Has_Expertise_In,2000
True,author:carlos_a_canesin:272729aa,theme:non_dissipative_zcs_commutation_reduces_semiconductor_stress:63c8c0f1,Has_Expertise_In,2000
True,article:2000_CBA007,keyword:rectifiers:f193bd4f,Contains,2000
True,article:2000_CBA007,keyword:power_factor_correction:dcd12361,Contains,2000
True,article:2000_CBA007,keyword:componentes:3da10fc7,Contains,2000
True,article:2000_CBA007,keyword:tecnicas_de_comando_e_controle:7c08fb66,Contains,2000
True,article:2000_CBA007,keyword:na_tentativa_de_solucionar_esses_problemas:0f8674d1,Contains,2000
True,article:2000_CBA007,keyword:apesar_das_suas_caracteristicas_vantajosas_elevado_rendimento:e4489005,Contains,2000
True,article:2000_CBA007,keyword:reduzidos_esforcos_tensao_corrente_e_elevado_fator_de_potencia:e6b3c839,Contains,2000
True,article:2000_CBA007,keyword:portanto:52b3b87c,Contains,2000
True,article:2000_CBA007,keyword:para_aplicacoes_como_abaixador_de_tensao:34d6ca50,Contains,2000
True,article:2000_CBA007,keyword:com_a_operacao_no_modo_descontinuo_de_corrente:8ec5ecb0,Contains,2000
True,article:2000_CBA007,keyword:adotada_em_4:a976a739,Contains,2000
True,article:2000_CBA007,keyword:implica_em_elevados_esforcos_de_corrente_nos_semicondutores:ca5da41f,Contains,2000
True,article:2000_CBA007,keyword:porem_a_tecnica_de_comutacao_empregada_sendo_dissipativa:f3dfdbc5,Contains,2000
True,article:2000_CBA007,keyword:proporcionou_um_reduzido_rendimento_para_a_estrutura_apresenta_se_enta:23eac0a0,Contains,2000
True,article:2000_CBA007,keyword:como_proposta_para_solucionar_estes_problemas:0ba55e61,Contains,2000
True,article:2000_CBA007,keyword:um_novo_retificador_zeta_com_elevado_fator_de_potencia:56856e79,Contains,2000
True,article:2000_CBA007,keyword:operando_em_conducao_continua:771b0c83,Contains,2000
True,article:2000_CBA007,keyword:com_comutacao_nao_dissipativa_do_tipo_com_corrente_nula_zcs:08a5b831,Contains,2000
True,article:2000_CBA007,keyword:controlado_por_corrente_media_imposta_e_operando_como_abaixador_de_ten:8da0e70f,Contains,2000
True,article:2000_CBA007,keyword:como_o_conversor_zeta_apresenta_saida_com_caracteristicas_de_fonte_de_:13551464,Contains,2000
True,article:2000_CBA007,keyword:pode_se_aplica_lo_em_sistemas_carregadores_de_baterias:5bbae1fb,Contains,2000
True,article:2000_CBA007,keyword:a_nova_celula_e_composta_por_dois_interruptores_bidirecionais_em_corre:4592d8ad,Contains,2000
True,article:2000_CBA007,keyword:dois_diodos_d1_e_d2:17df64e5,Contains,2000
True,article:2000_CBA007,keyword:que_e_gerada_a_partir_da_composicao_de_tres_sinais:e070c831,Contains,2000
True,article:2000_CBA007,keyword:designados_de_a:10d60b38,Contains,2000
True,article:2000_CBA007,keyword:b_e_c:e1d7c3e8,Contains,2000
True,article:2000_CBA007,keyword:conforme_figura_2_sendo_que:9d5a2d67,Contains,2000
True,article:2000_CBA007,keyword:a_e_um_sinal_proporcional_a_tensao_de_saida:a7f8fbf9,Contains,2000
True,article:2000_CBA007,keyword:b_e_uma_amostra_da_tensao_de_entrada:756cdef2,Contains,2000
True,article:2000_CBA007,keyword:pode_se_citar_frequencia_de_operacao_constante_modulacao_pwm:6d2f940e,Contains,2000
True,article:2000_CBA007,keyword:operacao_no_modo_continuo_de_corrente:d7febed5,Contains,2000
True,article:2000_CBA007,keyword:baixa_taxa_de_distorcao_harmonica_e_elevado_fator_de_potencia:28fd5ebc,Contains,2000
True,article:2000_CBA007,keyword:reducao_dos_esforcos_nos_semicondutores_em_relacao_a_conducao_desconti:38c4741b,Contains,2000
True,article:2000_CBA007,keyword:para_facilitar_a_analise_do_novo_retificador_zeta_zcs_pwm:d5fb2c98,Contains,2000
True,article:2000_CBA007,keyword:quais_sejam_todos_os_componentes_sao_ideais:f640bd48,Contains,2000
True,article:2000_CBA007,keyword:o_conversor_encontra_se_operando_em_regime_permanente:12f52ad5,Contains,2000
True,article:2000_CBA007,keyword:entao_para_um_periodo_generico_de_chaveamento_ti:80230f7c,Contains,2000
True,article:2000_CBA007,keyword:a_tensao_de_entrada_e_considerada_constante:41b32a71,Contains,2000
True,article:2000_CBA007,keyword:a_tensao_instantanea_de_entrada_e_considerada_puramente_senoidal:9ae07fea,Contains,2000
True,article:2000_CBA007,keyword:admitindo_se_que_o_ripple_de_corrente_na_carga_seja_desprezivel:17c0da2e,Contains,2000
True,article:2000_CBA007,keyword:o_indutor_l0:58109470,Contains,2000
True,article:2000_CBA007,keyword:o_capacitor_c0_e_o_resistor_r0:fee99b33,Contains,2000
True,article:2000_CBA007,keyword:a_partir_da_analise:aace5d02,Contains,2000
True,article:2000_CBA007,keyword:a_existencia_de_nove_etapas_distintas_de_funcionamento:be65bd17,Contains,2000
True,article:2000_CBA007,keyword:durante_um_periodo_generico_de_funcionamento_ti:4575f20e,Contains,2000
True,article:2000_CBA007,keyword:apresentadas_nas_figuras_4_a_ate_4_i_as_etapas_sao_descritas_a_seguir:81066fb2,Contains,2000
True,article:2000_CBA007,keyword:onde_vce_v0_inicialmente_o_diodo_d2_conduz_a_corrente_im_ti_i0:698553f9,Contains,2000
True,article:2000_CBA007,keyword:em_t_t1:e003b690,Contains,2000
True,article:2000_CBA007,keyword:assume_a_corrente_atraves_de_d2:a688c2c9,Contains,2000
True,article:2000_CBA007,keyword:que_se_bloqueia_neste_instante_2a_etapa_figura_4_b_para_esta_etapa:954fa38b,Contains,2000
True,article:2000_CBA007,keyword:devido_a_presenca_de_lr2:c0c7fad4,Contains,2000
True,article:2000_CBA623,year:2000,Was_Published_In,2000
True,author:geovany_a_borges:e3de1016,article:2000_CBA623,Was_Author_of,2000
True,author:antonio_m_n_lima:48056faa,article:2000_CBA623,Was_Author_of,2000
True,author:gurdip_s_deep:207e9d88,article:2000_CBA623,Was_Author_of,2000
True,author:geovany_a_borges:e3de1016,affiliation:lirmm_universite_montpellier_ii:9ddf4e7b,Is_Linked_to,2000
True,author:geovany_a_borges:e3de1016,affiliation:departamento_de_engenharia_el_etrica_universidade_federal_da_para_ba:8fd4f8c3,Is_Linked_to,2000
True,author:geovany_a_borges:e3de1016,affiliation:universidade_federal_da_paraiba:2210d92e,Is_Linked_to,2000
True,author:antonio_m_n_lima:48056faa,affiliation:lirmm_universite_montpellier_ii:9ddf4e7b,Is_Linked_to,2000
True,author:antonio_m_n_lima:48056faa,affiliation:departamento_de_engenharia_el_etrica_universidade_federal_da_para_ba:8fd4f8c3,Is_Linked_to,2000
True,author:antonio_m_n_lima:48056faa,affiliation:universidade_federal_da_paraiba:2210d92e,Is_Linked_to,2000
True,author:gurdip_s_deep:207e9d88,affiliation:lirmm_universite_montpellier_ii:9ddf4e7b,Is_Linked_to,2000
True,author:gurdip_s_deep:207e9d88,affiliation:departamento_de_engenharia_el_etrica_universidade_federal_da_para_ba:8fd4f8c3,Is_Linked_to,2000
True,author:gurdip_s_deep:207e9d88,affiliation:universidade_federal_da_paraiba:2210d92e,Is_Linked_to,2000
False,author:geovany_a_borges:e3de1016,author:antonio_m_n_lima:48056faa,Collaborates,2000
False,author:geovany_a_borges:e3de1016,author:gurdip_s_deep:207e9d88,Collaborates,2000
False,author:antonio_m_n_lima:48056faa,author:gurdip_s_deep:207e9d88,Collaborates,2000
False,affiliation:lirmm_universite_montpellier_ii:9ddf4e7b,affiliation:departamento_de_engenharia_el_etrica_universidade_federal_da_para_ba:8fd4f8c3,Collaborates,2000
False,affiliation:lirmm_universite_montpellier_ii:9ddf4e7b,affiliation:universidade_federal_da_paraiba:2210d92e,Collaborates,2000
False,affiliation:departamento_de_engenharia_el_etrica_universidade_federal_da_para_ba:8fd4f8c3,affiliation:universidade_federal_da_paraiba:2210d92e,Collaborates,2000
True,article:2000_CBA623,theme:output_feedback_trajectory_controller_for_agv:9bc9ab22,Was_Associated_To,2000
True,article:2000_CBA623,theme:non_holonomic_differential_drive_agv:5f994cbb,Was_Associated_To,2000
True,article:2000_CBA623,theme:controller_designed_for_linear_segments_and_soft_arcs:9652b46f,Was_Associated_To,2000
True,author:geovany_a_borges:e3de1016,theme:output_feedback_trajectory_controller_for_agv:9bc9ab22,Has_Expertise_In,2000
True,author:geovany_a_borges:e3de1016,theme:non_holonomic_differential_drive_agv:5f994cbb,Has_Expertise_In,2000
True,author:geovany_a_borges:e3de1016,theme:controller_designed_for_linear_segments_and_soft_arcs:9652b46f,Has_Expertise_In,2000
True,author:antonio_m_n_lima:48056faa,theme:output_feedback_trajectory_controller_for_agv:9bc9ab22,Has_Expertise_In,2000
True,author:antonio_m_n_lima:48056faa,theme:non_holonomic_differential_drive_agv:5f994cbb,Has_Expertise_In,2000
True,author:antonio_m_n_lima:48056faa,theme:controller_designed_for_linear_segments_and_soft_arcs:9652b46f,Has_Expertise_In,2000
True,author:gurdip_s_deep:207e9d88,theme:output_feedback_trajectory_controller_for_agv:9bc9ab22,Has_Expertise_In,2000
True,author:gurdip_s_deep:207e9d88,theme:non_holonomic_differential_drive_agv:5f994cbb,Has_Expertise_In,2000
True,author:gurdip_s_deep:207e9d88,theme:controller_designed_for_linear_segments_and_soft_arcs:9652b46f,Has_Expertise_In,2000
True,article:2000_CBA623,keyword:robot_control:9c7b793f,Contains,2000
True,article:2000_CBA623,keyword:mobile_robots:fb5a4a2a,Contains,2000
True,article:2000_CBA623,keyword:nonlinear_systems:9c719c74,Contains,2000
True,article:2000_CBA623,keyword:trajectory_tracking:618304dd,Contains,2000
True,article:2000_CBA623,keyword:control_schemes:600c0ec8,Contains,2000
True,article:2000_CBA624,year:2000,Was_Published_In,2000
True,author:g_b_brandao:522ab1e6,article:2000_CBA624,Was_Author_of,2000
True,author:g_s_deep:ffef4092,article:2000_CBA624,Was_Author_of,2000
True,author:a_m_n_lima:d271b5c4,article:2000_CBA624,Was_Author_of,2000
True,author:h_f_neff:52bfc25c,article:2000_CBA624,Was_Author_of,2000
True,author:g_b_brandao:522ab1e6,affiliation:universidade_federal_da_paraiba:2210d92e,Is_Linked_to,2000
True,author:g_s_deep:ffef4092,affiliation:universidade_federal_da_paraiba:2210d92e,Is_Linked_to,2000
True,author:a_m_n_lima:d271b5c4,affiliation:universidade_federal_da_paraiba:2210d92e,Is_Linked_to,2000
True,author:h_f_neff:52bfc25c,affiliation:universidade_federal_da_paraiba:2210d92e,Is_Linked_to,2000
False,author:g_b_brandao:522ab1e6,author:g_s_deep:ffef4092,Collaborates,2000
False,author:g_b_brandao:522ab1e6,author:a_m_n_lima:d271b5c4,Collaborates,2000
False,author:g_b_brandao:522ab1e6,author:h_f_neff:52bfc25c,Collaborates,2000
False,author:g_s_deep:ffef4092,author:a_m_n_lima:d271b5c4,Collaborates,2000
False,author:g_s_deep:ffef4092,author:h_f_neff:52bfc25c,Collaborates,2000
False,author:a_m_n_lima:d271b5c4,author:h_f_neff:52bfc25c,Collaborates,2000
True,article:2000_CBA624,theme:time_varying_thermoresistive_sensor_model:439c5c56,Was_Associated_To,2000
True,article:2000_CBA624,theme:static_and_dynamic_system_identification_of_ptc_sensor:251dd270,Was_Associated_To,2000
True,article:2000_CBA624,theme:temperature_influence_makes_constant_sensor_parameters_inadequate:7b100889,Was_Associated_To,2000
True,author:g_b_brandao:522ab1e6,theme:time_varying_thermoresistive_sensor_model:439c5c56,Has_Expertise_In,2000
True,author:g_b_brandao:522ab1e6,theme:static_and_dynamic_system_identification_of_ptc_sensor:251dd270,Has_Expertise_In,2000
True,author:g_b_brandao:522ab1e6,theme:temperature_influence_makes_constant_sensor_parameters_inadequate:7b100889,Has_Expertise_In,2000
True,author:g_s_deep:ffef4092,theme:time_varying_thermoresistive_sensor_model:439c5c56,Has_Expertise_In,2000
True,author:g_s_deep:ffef4092,theme:static_and_dynamic_system_identification_of_ptc_sensor:251dd270,Has_Expertise_In,2000
True,author:g_s_deep:ffef4092,theme:temperature_influence_makes_constant_sensor_parameters_inadequate:7b100889,Has_Expertise_In,2000
True,author:a_m_n_lima:d271b5c4,theme:time_varying_thermoresistive_sensor_model:439c5c56,Has_Expertise_In,2000
True,author:a_m_n_lima:d271b5c4,theme:static_and_dynamic_system_identification_of_ptc_sensor:251dd270,Has_Expertise_In,2000
True,author:a_m_n_lima:d271b5c4,theme:temperature_influence_makes_constant_sensor_parameters_inadequate:7b100889,Has_Expertise_In,2000
True,author:h_f_neff:52bfc25c,theme:time_varying_thermoresistive_sensor_model:439c5c56,Has_Expertise_In,2000
True,author:h_f_neff:52bfc25c,theme:static_and_dynamic_system_identification_of_ptc_sensor:251dd270,Has_Expertise_In,2000
True,author:h_f_neff:52bfc25c,theme:temperature_influence_makes_constant_sensor_parameters_inadequate:7b100889,Has_Expertise_In,2000
True,article:2000_CBA624,keyword:thermoresistive_sensor:b29aada5,Contains,2000
True,article:2000_CBA624,keyword:heat_transfer:3bdbafe0,Contains,2000
True,article:2000_CBA624,keyword:system_identification:c26e342f,Contains,2000
True,article:2000_CBA624,keyword:sensor_characterization:c34c5af8,Contains,2000
True,article:2002_43,year:2002,Was_Published_In,2002
True,author:aloisio_de_oliveira:58eea06c,article:2002_43,Was_Author_of,2002
True,author:sergio_m_r_sanhueza:2a1331f3,article:2002_43,Was_Author_of,2002
True,author:fernando_l_tofoli:a5601a1d,article:2002_43,Was_Author_of,2002
